opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00005004,,ACC000812,New User - ACC000812,Lead,299.71,25,,2024-05-03,Email,New User,
OPP00005005,,ACC000922,New User - ACC000922,Signup Complete,271.98,25,,2024-05-28,Instagram,New User,37
OPP00005006,,ACC000087,New User - ACC000087,Lead,293.15,50,,2024-05-05,App Store,New User,
OPP00005007,,ACC000949,New User - ACC000949,Activated,157.76,75,,2024-05-24,Play Store,New User,87
OPP00005008,,ACC000502,New User - ACC000502,Activated,56.31,50,,2024-05-27,Influencer,New User,
OPP00005009,,ACC000405,New User - ACC000405,Lead,123.19,75,,2024-05-21,Influencer,New User,5
OPP00005010,,ACC000801,New User - ACC000801,Signup Complete,247.25,25,,2024-05-27,App Store,New User,5
OPP00005011,,ACC000038,New User - ACC000038,Verification Pending,152.63,10,,2024-05-01,App Store,New User,74
OPP00005012,5012,ACC000859,New User - ACC000859,Closed Won,367.97,100,2024-06-06,2024-05-03,Play Store,New User,
OPP00005013,,ACC000710,Premium Upgrade - ACC000710,Verification Pending,255.98,25,,2024-05-22,Referral,Premium Upgrade,61
OPP00005014,,ACC000946,New User - ACC000946,Signup Complete,171.67,50,,2024-05-13,Referral,New User,32
OPP00005015,,ACC000590,Returning User - ACC000590,Activated,247.87,25,,2024-05-15,Organic Search,Returning User,57
OPP00005016,5016,ACC000801,New User - ACC000801,Closed Won,115.47,100,2024-06-11,2024-05-24,App Store,New User,21
OPP00005017,5017,ACC000140,New User - ACC000140,Closed Won,497.54,100,2024-06-12,2024-05-08,Play Store,New User,31
OPP00005018,,ACC000011,New User - ACC000011,Signup Complete,57.30,75,,2024-05-01,Referral,New User,
OPP00005019,,ACC000566,New User - ACC000566,Activated,151.40,75,,2024-05-07,Instagram,New User,13
OPP00005020,,ACC000792,Returning User - ACC000792,Signup Complete,70.79,50,,2024-05-07,App Store,Returning User,
OPP00005021,,ACC000141,Returning User - ACC000141,Signup Complete,179.91,25,,2024-05-16,Instagram,Returning User,28
OPP00005022,5022,ACC000791,New User - ACC000791,Closed Won,471.54,100,2024-06-04,2024-05-12,Referral,New User,
OPP00005023,,ACC000417,New User - ACC000417,Activated,96.28,50,,2024-05-29,Referral,New User,25
OPP00005024,,ACC000601,Premium Upgrade - ACC000601,Activated,223.17,75,,2024-05-21,TikTok,Premium Upgrade,
OPP00005025,5025,ACC000008,New User - ACC000008,Closed Won,115.63,100,2024-06-09,2024-05-30,TikTok,New User,
OPP00005026,,ACC000411,New User - ACC000411,Signup Complete,171.06,10,,2024-05-02,Play Store,New User,
OPP00005027,,ACC000386,Returning User - ACC000386,Signup Complete,191.75,25,,2024-05-28,Email,Returning User,79
OPP00005028,,ACC000653,New User - ACC000653,Signup Complete,235.61,25,,2024-04-30,TikTok,New User,
OPP00005029,,ACC000150,New User - ACC000150,Activated,240.47,75,,2024-05-30,Facebook Ads,New User,77
OPP00005030,5030,ACC000497,New User - ACC000497,Closed Won,219.50,100,2024-06-08,2024-04-30,Referral,New User,22
OPP00005031,,ACC000067,New User - ACC000067,Activated,266.95,25,,2024-05-01,TikTok,New User,71
OPP00005032,5032,ACC000653,New User - ACC000653,Closed Won,110.53,100,2024-06-10,2024-05-28,Google Ads,New User,23
OPP00005033,,ACC000646,New User - ACC000646,Signup Complete,170.18,75,,2024-05-03,App Store,New User,51
OPP00005034,,ACC000190,New User - ACC000190,Signup Complete,253.02,75,,2024-05-05,TikTok,New User,65
OPP00005035,,ACC000410,New User - ACC000410,Activated,136.08,25,,2024-05-18,Facebook Ads,New User,65
OPP00005036,,ACC000518,New User - ACC000518,Verification Pending,108.34,75,,2024-05-09,Email,New User,37
OPP00005037,5037,ACC000165,Returning User - ACC000165,Closed Won,471.72,100,2024-06-01,2024-05-09,Organic Search,Returning User,5
OPP00005038,5038,ACC000992,New User - ACC000992,Closed Won,194.96,100,2024-06-06,2024-05-14,Influencer,New User,76
OPP00005039,,ACC000835,New User - ACC000835,Signup Complete,71.29,50,,2024-05-14,Google Ads,New User,
OPP00005040,,ACC000463,New User - ACC000463,Lead,88.69,75,,2024-05-06,Organic Search,New User,21
OPP00005041,,ACC000260,New User - ACC000260,Signup Complete,195.28,25,,2024-05-24,Referral,New User,34
OPP00005042,5042,ACC000691,Returning User - ACC000691,Closed Won,380.20,100,2024-05-31,2024-05-05,Google Ads,Returning User,14
OPP00005043,,ACC000241,Returning User - ACC000241,Signup Complete,192.14,50,,2024-05-04,Organic Search,Returning User,94
OPP00005044,5044,ACC000713,New User - ACC000713,Closed Won,356.05,100,2024-06-02,2024-05-10,TikTok,New User,
OPP00005045,,ACC000313,New User - ACC000313,Activated,150.43,10,,2024-05-29,Google Ads,New User,
OPP00005046,5046,ACC000432,New User - ACC000432,Closed Won,489.94,100,2024-06-10,2024-05-24,Play Store,New User,3
OPP00005047,,ACC000612,New User - ACC000612,Activated,70.37,25,,2024-05-27,Organic Search,New User,34
OPP00005048,,ACC000066,New User - ACC000066,Signup Complete,173.29,25,,2024-05-28,Facebook Ads,New User,12
OPP00005049,5049,ACC000547,Premium Upgrade - ACC000547,Closed Won,173.29,100,2024-06-07,2024-05-26,Instagram,Premium Upgrade,
OPP00005050,5050,ACC000124,New User - ACC000124,Closed Won,467.87,100,2024-06-01,2024-05-28,Organic Search,New User,70
OPP00005051,,ACC000259,Returning User - ACC000259,Activated,94.75,25,,2024-05-19,Referral,Returning User,78
OPP00005052,,ACC000646,New User - ACC000646,Activated,93.58,75,,2024-05-29,Organic Search,New User,28
OPP00005053,5053,ACC000622,New User - ACC000622,Closed Won,133.49,100,2024-06-02,2024-05-21,Organic Search,New User,
OPP00005054,,ACC000437,New User - ACC000437,Activated,133.82,75,,2024-04-30,Organic Search,New User,56
OPP00005055,,ACC000774,New User - ACC000774,Activated,221.52,10,,2024-05-04,Play Store,New User,82
OPP00005056,,ACC000828,New User - ACC000828,Verification Pending,154.19,50,,2024-05-09,Google Ads,New User,56
OPP00005057,,ACC000798,Returning User - ACC000798,Signup Complete,84.92,10,,2024-05-18,Facebook Ads,Returning User,1
OPP00005058,5058,ACC000188,Premium Upgrade - ACC000188,Closed Won,431.56,100,2024-05-31,2024-05-11,TikTok,Premium Upgrade,80
OPP00005059,5059,ACC000022,New User - ACC000022,Closed Won,113.85,100,2024-06-11,2024-05-12,Referral,New User,21
OPP00005060,5060,ACC000134,Returning User - ACC000134,Closed Won,78.43,100,2024-06-03,2024-05-05,TikTok,Returning User,1
OPP00005061,,ACC000369,New User - ACC000369,Signup Complete,61.00,75,,2024-05-09,Influencer,New User,36
OPP00005062,,ACC000105,New User - ACC000105,Signup Complete,77.16,75,,2024-05-21,Facebook Ads,New User,76
OPP00005063,5063,ACC000844,Returning User - ACC000844,Closed Won,147.14,100,2024-06-03,2024-05-05,Instagram,Returning User,23
OPP00005064,,ACC000666,New User - ACC000666,Activated,89.02,50,,2024-05-17,Google Ads,New User,77
OPP00005065,,ACC000723,Premium Upgrade - ACC000723,Activated,285.90,10,,2024-05-18,Facebook Ads,Premium Upgrade,
OPP00005066,,ACC000363,New User - ACC000363,Activated,206.55,75,,2024-05-10,Google Ads,New User,
OPP00005067,5067,ACC000826,Returning User - ACC000826,Closed Won,254.88,100,2024-06-06,2024-05-14,Instagram,Returning User,19
OPP00005068,,ACC000892,Returning User - ACC000892,Verification Pending,81.04,50,,2024-05-02,Instagram,Returning User,64
OPP00005069,5069,ACC000145,New User - ACC000145,Closed Won,175.15,100,2024-06-13,2024-05-30,Influencer,New User,97
OPP00005070,,ACC000663,Returning User - ACC000663,Activated,85.90,25,,2024-05-14,Email,Returning User,89
OPP00005071,,ACC000453,New User - ACC000453,Activated,140.06,10,,2024-05-13,Facebook Ads,New User,53
OPP00005072,5072,ACC000237,Returning User - ACC000237,Closed Won,423.68,100,2024-06-12,2024-05-04,Organic Search,Returning User,85
OPP00005073,,ACC000785,New User - ACC000785,Verification Pending,52.19,10,,2024-05-18,Google Ads,New User,74
OPP00005074,,ACC000488,Premium Upgrade - ACC000488,Activated,171.05,75,,2024-05-18,Facebook Ads,Premium Upgrade,
OPP00005075,5075,ACC000685,New User - ACC000685,Closed Won,321.30,100,2024-06-01,2024-05-01,Instagram,New User,72
OPP00005076,,ACC000217,Premium Upgrade - ACC000217,Activated,129.44,75,,2024-05-12,Organic Search,Premium Upgrade,67
OPP00005077,5077,ACC000727,New User - ACC000727,Closed Won,197.52,100,2024-06-10,2024-05-22,Referral,New User,11
OPP00005078,,ACC000890,New User - ACC000890,Activated,261.56,75,,2024-05-13,Organic Search,New User,
OPP00005079,,ACC000596,New User - ACC000596,Verification Pending,207.64,25,,2024-05-08,Organic Search,New User,38
OPP00005080,5080,ACC000103,New User - ACC000103,Closed Won,277.71,100,2024-06-06,2024-05-18,Facebook Ads,New User,36
OPP00005081,,ACC000678,New User - ACC000678,Verification Pending,62.60,10,,2024-05-07,Instagram,New User,32
OPP00005082,5082,ACC000848,New User - ACC000848,Closed Won,388.19,100,2024-06-13,2024-05-12,Email,New User,42
OPP00005083,,ACC000904,Returning User - ACC000904,Signup Complete,173.16,25,,2024-05-20,Facebook Ads,Returning User,82
OPP00005084,,ACC000467,New User - ACC000467,Signup Complete,109.46,75,,2024-05-31,Email,New User,53
OPP00005085,5085,ACC000442,New User - ACC000442,Closed Won,428.34,100,2024-06-07,2024-05-28,App Store,New User,3
OPP00005086,,ACC000628,New User - ACC000628,Signup Complete,229.88,75,,2024-05-30,Referral,New User,45
OPP00005087,,ACC000485,Premium Upgrade - ACC000485,Signup Complete,53.12,10,,2024-05-04,Organic Search,Premium Upgrade,45
OPP00005088,,ACC000832,New User - ACC000832,Activated,282.52,10,,2024-05-05,Referral,New User,63
OPP00005089,,ACC000519,Premium Upgrade - ACC000519,Signup Complete,112.75,10,,2024-05-01,Email,Premium Upgrade,38
OPP00005090,,ACC000782,New User - ACC000782,Signup Complete,57.21,25,,2024-05-06,Facebook Ads,New User,
OPP00005091,,ACC000631,Returning User - ACC000631,Activated,210.10,75,,2024-05-25,Influencer,Returning User,
OPP00005092,,ACC000323,New User - ACC000323,Activated,238.32,75,,2024-05-07,Referral,New User,
OPP00005093,,ACC000703,Premium Upgrade - ACC000703,Activated,141.29,50,,2024-05-07,Email,Premium Upgrade,81
OPP00005094,,ACC000648,New User - ACC000648,Activated,229.30,25,,2024-05-26,Instagram,New User,
OPP00005095,5095,ACC000980,New User - ACC000980,Closed Won,358.98,100,2024-06-11,2024-05-12,Play Store,New User,61
OPP00005096,5096,ACC000709,New User - ACC000709,Closed Won,427.08,100,2024-06-05,2024-05-22,Facebook Ads,New User,
OPP00005097,,ACC000907,New User - ACC000907,Lead,105.96,75,,2024-05-20,Referral,New User,16
OPP00005098,,ACC000470,New User - ACC000470,Activated,103.67,10,,2024-05-06,Organic Search,New User,53
OPP00005099,,ACC000498,New User - ACC000498,Signup Complete,112.90,10,,2024-06-01,Instagram,New User,17
OPP00005100,,ACC000118,New User - ACC000118,Activated,153.46,10,,2024-05-25,Instagram,New User,45
OPP00005101,,ACC000394,New User - ACC000394,Verification Pending,219.80,75,,2024-05-28,Google Ads,New User,4
OPP00005102,,ACC000321,Returning User - ACC000321,Signup Complete,230.86,50,,2024-05-14,Referral,Returning User,8
OPP00005103,5103,ACC000519,Returning User - ACC000519,Closed Won,60.40,100,2024-06-11,2024-05-23,Influencer,Returning User,21
OPP00005104,,ACC000763,Returning User - ACC000763,Lead,291.76,25,,2024-05-05,Email,Returning User,91
OPP00005105,5105,ACC000383,New User - ACC000383,Closed Won,454.48,100,2024-06-15,2024-05-08,Influencer,New User,70
OPP00005106,,ACC000647,Returning User - ACC000647,Signup Complete,196.75,10,,2024-05-26,Email,Returning User,95
OPP00005107,,ACC000407,Returning User - ACC000407,Signup Complete,140.97,75,,2024-05-08,TikTok,Returning User,73
OPP00005108,,ACC000324,Premium Upgrade - ACC000324,Activated,86.11,75,,2024-05-02,Email,Premium Upgrade,17
OPP00005109,,ACC000075,Returning User - ACC000075,Verification Pending,262.57,50,,2024-05-27,Google Ads,Returning User,
OPP00005110,,ACC000498,Returning User - ACC000498,Signup Complete,245.16,75,,2024-05-05,Referral,Returning User,61
OPP00005111,,ACC000270,New User - ACC000270,Activated,229.02,75,,2024-05-26,TikTok,New User,
OPP00005112,,ACC000890,New User - ACC000890,Verification Pending,162.01,25,,2024-05-31,App Store,New User,87
OPP00005113,5113,ACC000819,New User - ACC000819,Closed Won,451.28,100,2024-06-02,2024-05-11,Facebook Ads,New User,39
OPP00005114,,ACC000230,New User - ACC000230,Activated,192.33,10,,2024-05-05,Organic Search,New User,20
OPP00005115,,ACC000983,New User - ACC000983,Activated,82.54,10,,2024-05-09,Facebook Ads,New User,33
OPP00005116,,ACC000758,Returning User - ACC000758,Verification Pending,66.53,25,,2024-05-02,Facebook Ads,Returning User,6
OPP00005117,,ACC000998,New User - ACC000998,Lead,261.38,75,,2024-05-31,Google Ads,New User,55
OPP00005118,5118,ACC000556,New User - ACC000556,Closed Won,410.89,100,2024-06-09,2024-05-14,Organic Search,New User,67
OPP00005119,,ACC000041,New User - ACC000041,Verification Pending,289.59,25,,2024-05-12,Influencer,New User,84
OPP00005120,,ACC000307,New User - ACC000307,Verification Pending,273.98,50,,2024-06-01,Google Ads,New User,82
OPP00005121,,ACC000767,New User - ACC000767,Signup Complete,296.63,75,,2024-05-22,Organic Search,New User,92
OPP00005122,5122,ACC000165,New User - ACC000165,Closed Won,242.26,100,2024-06-02,2024-05-08,Instagram,New User,
OPP00005123,,ACC000789,New User - ACC000789,Verification Pending,221.09,25,,2024-05-15,TikTok,New User,37
OPP00005124,,ACC000048,New User - ACC000048,Signup Complete,277.86,25,,2024-05-17,Influencer,New User,
OPP00005125,,ACC000031,New User - ACC000031,Verification Pending,84.82,50,,2024-05-18,App Store,New User,76
OPP00005126,,ACC000847,New User - ACC000847,Lead,180.81,50,,2024-06-01,Referral,New User,
OPP00005127,,ACC000858,Returning User - ACC000858,Signup Complete,272.43,50,,2024-05-10,Organic Search,Returning User,55
OPP00005128,,ACC000955,New User - ACC000955,Activated,234.19,10,,2024-05-16,Facebook Ads,New User,95
OPP00005129,5129,ACC000598,Returning User - ACC000598,Closed Won,333.02,100,2024-06-10,2024-05-20,Instagram,Returning User,
OPP00005130,,ACC000473,Premium Upgrade - ACC000473,Lead,195.16,75,,2024-05-05,Email,Premium Upgrade,
OPP00005131,,ACC000195,Returning User - ACC000195,Signup Complete,59.64,50,,2024-05-28,Facebook Ads,Returning User,21
OPP00005132,5132,ACC000059,New User - ACC000059,Closed Won,436.26,100,2024-06-03,2024-05-27,Email,New User,80
OPP00005133,,ACC000198,New User - ACC000198,Verification Pending,115.23,10,,2024-05-29,Play Store,New User,
OPP00005134,,ACC000808,New User - ACC000808,Signup Complete,117.03,75,,2024-05-31,Organic Search,New User,
OPP00005135,,ACC000051,New User - ACC000051,Signup Complete,184.34,10,,2024-05-22,Google Ads,New User,
OPP00005136,5136,ACC000466,New User - ACC000466,Closed Won,188.55,100,2024-06-04,2024-05-30,Play Store,New User,
OPP00005137,,ACC000497,New User - ACC000497,Lead,218.98,50,,2024-05-14,Facebook Ads,New User,90
OPP00005138,5138,ACC000725,New User - ACC000725,Closed Won,449.31,100,2024-06-05,2024-05-18,Influencer,New User,85
OPP00005139,5139,ACC000396,Premium Upgrade - ACC000396,Closed Won,382.93,100,2024-06-08,2024-05-10,Organic Search,Premium Upgrade,
OPP00005140,,ACC000868,New User - ACC000868,Activated,156.99,10,,2024-05-16,Facebook Ads,New User,
OPP00005141,,ACC000108,New User - ACC000108,Activated,109.63,75,,2024-05-17,Email,New User,85
OPP00005142,,ACC000178,Premium Upgrade - ACC000178,Lead,184.98,25,,2024-05-24,TikTok,Premium Upgrade,
OPP00005143,5143,ACC000086,New User - ACC000086,Closed Won,192.90,100,2024-06-05,2024-05-12,Facebook Ads,New User,
OPP00005144,,ACC000808,Returning User - ACC000808,Activated,119.62,50,,2024-05-13,Email,Returning User,16
OPP00005145,,ACC000469,New User - ACC000469,Activated,195.76,10,,2024-05-09,TikTok,New User,34
OPP00005146,,ACC000356,New User - ACC000356,Signup Complete,208.41,10,,2024-05-05,Instagram,New User,47
OPP00005147,,ACC000236,Returning User - ACC000236,Signup Complete,139.69,75,,2024-06-01,App Store,Returning User,96
OPP00005148,,ACC000512,New User - ACC000512,Signup Complete,240.79,50,,2024-05-15,Facebook Ads,New User,
OPP00005149,,ACC000964,Returning User - ACC000964,Verification Pending,154.27,10,,2024-05-19,Facebook Ads,Returning User,2
OPP00005150,5150,ACC000604,New User - ACC000604,Closed Won,300.18,100,2024-06-05,2024-05-03,Email,New User,10
OPP00005151,,ACC000264,New User - ACC000264,Verification Pending,151.63,75,,2024-05-18,Email,New User,77
OPP00005152,5152,ACC000105,Returning User - ACC000105,Closed Won,76.78,100,2024-06-12,2024-05-11,Facebook Ads,Returning User,55
OPP00005153,,ACC000340,New User - ACC000340,Verification Pending,231.68,75,,2024-05-13,TikTok,New User,2
OPP00005154,,ACC000455,New User - ACC000455,Verification Pending,286.54,25,,2024-05-24,Instagram,New User,59
OPP00005155,,ACC000062,New User - ACC000062,Activated,223.21,75,,2024-05-28,Email,New User,
OPP00005156,,ACC000934,New User - ACC000934,Activated,218.13,10,,2024-05-16,TikTok,New User,65
OPP00005157,5157,ACC000109,New User - ACC000109,Closed Won,137.65,100,2024-06-07,2024-05-11,App Store,New User,87
OPP00005158,,ACC000968,New User - ACC000968,Activated,176.95,75,,2024-05-07,Organic Search,New User,80
OPP00005159,,ACC000592,New User - ACC000592,Lead,180.17,10,,2024-05-25,Email,New User,100
OPP00005160,,ACC000672,New User - ACC000672,Verification Pending,291.94,50,,2024-06-02,Influencer,New User,46
OPP00005161,,ACC000574,New User - ACC000574,Activated,215.18,10,,2024-05-27,TikTok,New User,
OPP00005162,,ACC000973,Returning User - ACC000973,Activated,150.17,50,,2024-05-15,Facebook Ads,Returning User,
OPP00005163,,ACC000172,New User - ACC000172,Activated,103.76,50,,2024-05-16,Facebook Ads,New User,86
OPP00005164,,ACC000712,New User - ACC000712,Activated,280.04,10,,2024-05-12,Play Store,New User,96
OPP00005165,,ACC000465,New User - ACC000465,Signup Complete,114.36,50,,2024-05-20,Google Ads,New User,
OPP00005166,,ACC000185,New User - ACC000185,Verification Pending,68.47,75,,2024-05-28,Google Ads,New User,8
OPP00005167,5167,ACC000059,New User - ACC000059,Closed Won,452.88,100,2024-06-13,2024-05-27,Google Ads,New User,88
OPP00005168,,ACC000935,New User - ACC000935,Activated,58.14,25,,2024-05-07,Facebook Ads,New User,
OPP00005169,,ACC000444,Premium Upgrade - ACC000444,Activated,162.46,10,,2024-05-22,Email,Premium Upgrade,
OPP00005170,,ACC000158,Premium Upgrade - ACC000158,Signup Complete,69.10,25,,2024-06-03,Google Ads,Premium Upgrade,
